epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
220,161,23,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
191,166,109,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
220,161,24,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,25,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,26,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,27,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,28,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,29,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,30,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,31,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,32,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,33,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,161,34,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,162,35,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
191,166,110,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
228,164,4,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
228,164,5,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
220,163,36,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,164,37,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,164,38,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
228,164,6,1,10,0,6,-c-cc-,------,000,1,1,0,1478,1478
228,164,7,1,10,0,6,-c-cc-,------,000,1,1,0,1478,1478
228,165,8,1,10,0,6,-c-cc-,------,000,1,1,0,1478,1478
202,167,1023,5,10,0,3,c--,---,000,2,1,1,1180,590
191,166,111,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
212,161,55,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
191,166,112,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
191,166,113,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
191,166,114,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
191,166,115,6,10,0,4,-cc-,----,000,1,1,0,1478,1478
209,166,71,4,10,0,4,-c--,----,000,1,1,0,1478,1478
209,166,72,4,10,0,4,-c--,----,000,1,1,0,1478,1478
209,166,73,4,10,0,4,-c--,----,000,1,1,0,1478,1478
212,162,56,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
212,162,57,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
212,162,58,3,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
209,166,74,4,10,0,4,-c--,----,000,1,1,0,1478,1478
209,166,75,4,10,0,4,-c--,----,000,1,1,0,1478,1478
209,166,76,4,10,0,4,-c--,----,000,1,1,0,1478,1478
212,162,59,3,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
209,166,77,4,10,0,4,-c--,----,000,1,1,0,1478,1478
212,162,60,3,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
212,162,61,3,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
209,167,78,4,10,0,4,-c--,----,000,1,1,0,1478,1478
201,167,92,5,10,0,3,c--,---,000,1,1,0,1478,1478
201,167,93,5,10,0,3,c--,---,000,1,1,0,1478,1478
210,167,1023,4,10,0,4,-c--,----,000,3,1,2,1770,590
201,167,94,5,10,0,3,c--,---,000,1,1,0,1478,1478
230,166,1,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
230,166,2,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
212,163,62,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
230,166,3,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
212,164,63,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,22,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,23,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,24,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,25,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,26,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,27,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,28,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,29,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
202,167,95,5,10,0,3,c--,---,000,1,1,0,1478,1478
222,167,30,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
202,167,96,5,10,0,3,c--,---,000,1,1,0,1478,1478
222,167,31,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,32,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,33,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,34,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,35,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
193,167,108,6,10,0,4,-c--,----,000,1,1,0,1478,1478
222,167,38,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
230,167,4,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
193,167,109,6,10,0,4,-c--,----,000,1,1,0,1478,1478
193,167,112,6,10,0,4,-c--,----,000,1,1,0,1478,1478
230,167,5,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
193,167,113,6,10,0,4,-c--,----,000,1,1,0,1478,1478
193,167,114,6,10,0,4,-c--,----,000,1,1,0,1478,1478
211,167,71,4,10,0,4,-c--,----,000,1,1,0,1478,1478
211,167,72,4,10,0,4,-c--,----,000,1,1,0,1478,1478
193,167,115,6,10,0,4,-c--,----,000,1,1,0,1478,1478
211,167,73,4,10,0,4,-c--,----,000,1,1,0,1478,1478
230,167,6,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
211,168,74,4,10,0,4,-c--,----,000,1,1,0,1478,1478
211,168,75,4,10,0,4,-c--,----,000,1,1,0,1478,1478
211,168,76,4,10,0,4,-c--,----,000,1,1,0,1478,1478
211,168,77,4,10,0,4,-c--,----,000,1,1,0,1478,1478
211,168,78,4,10,0,4,-c--,----,000,1,1,0,1478,1478
230,167,7,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
214,167,55,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
211,168,1023,4,10,0,4,-c--,----,000,2,1,1,1180,590
195,168,108,6,10,0,4,-c--,----,000,1,1,0,1478,1478
230,167,8,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
195,168,109,6,10,0,4,-c--,----,000,1,1,0,1478,1478
193,167,110,6,10,0,4,-c--,----,000,1,1,0,1478,1478
193,167,111,6,10,0,4,-c--,----,000,1,1,0,1478,1478
195,168,112,6,10,0,4,-c--,----,000,1,1,0,1478,1478
195,169,113,6,10,0,4,-c--,----,000,1,1,0,1478,1478
204,168,92,5,10,0,3,c--,---,000,1,1,0,1478,1478
195,169,114,6,10,0,4,-c--,----,000,1,1,0,1478,1478
204,168,93,5,10,0,3,c--,---,000,1,1,0,1478,1478
204,168,94,5,10,0,3,c--,---,000,1,1,0,1478,1478
195,169,115,6,10,0,4,-c--,----,000,1,1,0,1478,1478
225,169,1023,2,10,0,5,c-c--,-----,000,1,1,0,590,590
204,168,95,5,10,0,3,c--,---,000,1,1,0,1478,1478
204,168,96,5,10,0,3,c--,---,000,1,1,0,1478,1478
202,167,97,5,10,0,3,c--,---,000,1,1,0,1478,1478
202,167,98,5,10,0,3,c--,---,000,1,1,0,1478,1478
202,167,99,5,10,0,3,c--,---,000,1,1,0,1478,1478
202,167,100,5,10,0,3,c--,---,000,1,1,0,1478,1478
202,167,101,5,10,0,3,c--,---,000,1,1,0,1478,1478
202,167,102,5,10,0,3,c--,---,000,1,1,0,1478,1478
231,168,1,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
231,168,2,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
231,168,3,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
224,168,22,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
214,168,56,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,23,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,24,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,25,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,26,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,27,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
214,168,57,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
214,168,58,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,28,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,29,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,30,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,31,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,32,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,33,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,34,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
214,168,59,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,35,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
214,168,60,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
231,168,4,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
214,168,61,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
231,169,5,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
214,168,63,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
231,169,6,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
231,169,7,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
216,169,55,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
232,169,8,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
216,169,56,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
216,169,57,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
216,169,58,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,169,1023,1,10,0,6,-c-c--,------,000,1,1,0,590,590
216,170,59,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
216,170,60,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
216,170,61,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,169,1,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
233,169,2,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
214,168,62,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,169,3,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
216,170,63,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,170,4,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
233,170,5,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
225,169,22,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
225,169,23,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
225,169,24,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
225,169,25,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,170,6,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
225,169,26,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,169,27,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,169,28,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,169,29,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,169,30,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,169,31,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,169,32,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,170,7,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
226,170,33,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,170,34,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
226,170,35,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,36,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
224,168,38,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
233,170,8,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
227,170,1023,2,10,0,5,c-c--,-----,000,4,3,1,2360,1770
235,170,1,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
235,170,2,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
235,170,3,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
218,170,55,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,22,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,23,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,24,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,25,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,26,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,27,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,28,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,29,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
237,170,1023,1,10,0,6,-c-c--,------,000,2,1,1,1180,590
227,170,30,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
227,170,31,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
200,170,1023,6,10,0,4,-c--,----,000,3,2,1,1770,1180
228,170,32,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
228,170,33,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
218,170,56,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
228,170,34,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
228,170,35,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
235,170,4,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
228,170,36,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
222,167,37,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
228,170,38,2,10,0,5,c-c--,-----,000,1,1,0,1478,1478
218,170,57,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
235,170,5,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
218,170,58,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
235,170,6,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
235,170,7,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
218,170,60,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
212,165,65,3,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
235,170,8,1,10,0,6,-c-c--,------,000,1,1,0,1478,1478
208,170,1023,5,10,0,3,c--,---,000,3,1,2,1770,590
220,170,55,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,170,56,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,170,57,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,170,58,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
218,170,59,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
220,170,60,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
218,170,61,3,10,0,5,c-c--,-----,000,1,1,0,1478,1478
