epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
208,221,44,4,3,0,3,--c,---,000,1,1,0,1478,1478
193,220,86,6,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,87,6,3,0,2,-c,--,000,1,1,0,1478,1478
208,222,45,4,3,0,3,--c,---,000,1,1,0,1478,1478
208,222,46,4,3,0,3,--c,---,000,1,1,0,1478,1478
208,222,47,4,3,0,3,--c,---,000,1,1,0,1478,1478
208,222,48,4,3,0,3,--c,---,000,1,1,0,1478,1478
152,221,166,11,3,0,5,----c,-----,000,1,1,0,1478,1478
234,220,1,1,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,88,6,3,0,2,-c,--,000,1,1,0,1478,1478
226,221,20,2,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,89,6,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,90,6,3,0,2,-c,--,000,1,1,0,1478,1478
208,222,49,4,3,0,3,--c,---,000,1,1,0,1478,1478
226,221,21,2,3,0,2,-c,--,000,1,1,0,1478,1478
226,221,22,2,3,0,2,-c,--,000,1,1,0,1478,1478
226,221,23,2,3,0,2,-c,--,000,1,1,0,1478,1478
207,219,50,4,3,0,3,--c,---,000,1,1,0,1478,1478
226,221,24,2,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,91,6,3,0,2,-c,--,000,1,1,0,1478,1478
234,221,2,1,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,92,6,3,0,2,-c,--,000,1,1,0,1478,1478
226,221,25,2,3,0,2,-c,--,000,1,1,0,1478,1478
193,221,93,6,3,0,2,-c,--,000,1,1,0,1478,1478
234,221,3,1,3,0,2,-c,--,000,1,1,0,1478,1478
152,222,167,11,3,0,5,----c,-----,000,1,1,0,1478,1478
227,222,1023,2,3,0,2,-c,--,000,1,1,0,590,590
158,220,138,10,3,0,5,----c,-----,000,1,1,0,1478,1478
207,220,51,4,3,0,3,--c,---,000,1,1,0,1478,1478
182,220,103,7,3,0,4,---c,----,000,1,1,0,1478,1478
234,221,4,1,3,0,2,-c,--,000,1,1,0,1478,1478
182,220,104,7,3,0,4,---c,----,000,1,1,0,1478,1478
182,220,105,7,3,0,4,---c,----,000,1,1,0,1478,1478
204,215,52,4,3,0,3,--c,---,000,1,1,0,1478,1478
234,221,5,1,3,0,2,-c,--,000,1,1,0,1478,1478
208,222,53,4,3,0,3,--c,---,000,1,1,0,1478,1478
208,222,54,4,3,0,3,--c,---,000,1,1,0,1478,1478
178,222,119,8,3,0,3,--c,---,000,1,1,0,1478,1478
204,215,55,4,3,0,3,--c,---,000,1,1,0,1478,1478
178,222,120,8,3,0,3,--c,---,000,1,1,0,1478,1478
234,222,6,1,3,0,2,-c,--,000,1,1,0,1478,1478
234,222,7,1,3,0,2,-c,--,000,1,1,0,1478,1478
234,222,8,1,3,0,2,-c,--,000,1,1,0,1478,1478
204,215,56,4,3,0,3,--c,---,000,1,1,0,1478,1478
178,222,121,8,3,0,3,--c,---,000,1,1,0,1478,1478
208,222,57,4,3,0,3,--c,---,000,1,1,0,1478,1478
234,222,9,1,3,0,2,-c,--,000,1,1,0,1478,1478
234,222,10,1,3,0,2,-c,--,000,1,1,0,1478,1478
182,220,106,7,3,0,4,---c,----,000,1,1,0,1478,1478
178,222,122,8,3,0,3,--c,---,000,1,1,0,1478,1478
182,220,107,7,3,0,4,---c,----,000,1,1,0,1478,1478
182,220,108,7,3,0,4,---c,----,000,1,1,0,1478,1478
182,221,109,7,3,0,4,---c,----,000,1,1,0,1478,1478
182,221,110,7,3,0,4,---c,----,000,1,1,0,1478,1478
182,221,111,7,3,0,4,---c,----,000,1,1,0,1478,1478
155,223,1023,11,3,0,5,----c,-----,000,1,1,0,590,590
158,220,139,10,3,0,5,----c,-----,000,1,1,0,1478,1478
158,221,140,10,3,0,5,----c,-----,000,1,1,0,1478,1478
158,221,141,10,3,0,5,----c,-----,000,1,1,0,1478,1478
158,222,142,10,3,0,5,----c,-----,000,1,1,0,1478,1478
158,222,143,10,3,0,5,----c,-----,000,1,1,0,1478,1478
210,223,43,4,3,0,3,--c,---,000,1,1,0,1478,1478
210,223,44,4,3,0,3,--c,---,000,1,1,0,1478,1478
210,223,45,4,3,0,3,--c,---,000,1,1,0,1478,1478
210,223,46,4,3,0,3,--c,---,000,1,1,0,1478,1478
158,222,144,10,3,0,5,----c,-----,000,1,1,0,1478,1478
210,223,47,4,3,0,3,--c,---,000,1,1,0,1478,1478
178,222,123,8,3,0,3,--c,---,000,1,1,0,1478,1478
210,223,48,4,3,0,3,--c,---,000,1,1,0,1478,1478
158,222,145,10,3,0,5,----c,-----,000,1,1,0,1478,1478
178,222,124,8,3,0,3,--c,---,000,1,1,0,1478,1478
178,222,125,8,3,0,3,--c,---,000,1,1,0,1478,1478
178,222,126,8,3,0,3,--c,---,000,1,1,0,1478,1478
199,222,68,5,3,0,3,--c,---,000,1,1,0,1478,1478
199,222,69,5,3,0,3,--c,---,000,1,1,0,1478,1478
199,222,70,5,3,0,3,--c,---,000,1,1,0,1478,1478
200,222,71,5,3,0,3,--c,---,000,1,1,0,1478,1478
169,222,130,9,3,0,4,---c,----,000,1,1,0,1478,1478
169,222,131,9,3,0,4,---c,----,000,1,1,0,1478,1478
169,222,132,9,3,0,4,---c,----,000,1,1,0,1478,1478
235,223,1,1,3,0,2,-c,--,000,1,1,0,1478,1478
169,222,133,9,3,0,4,---c,----,000,1,1,0,1478,1478
200,222,72,5,3,0,3,--c,---,000,1,1,0,1478,1478
200,222,73,5,3,0,3,--c,---,000,1,1,0,1478,1478
200,222,74,5,3,0,3,--c,---,000,1,1,0,1478,1478
228,223,20,2,3,0,2,-c,--,000,1,1,0,1478,1478
201,224,1023,5,3,0,3,--c,---,000,3,1,2,1770,590
169,222,134,9,3,0,4,--cc,----,000,1,1,0,1478,1478
228,223,21,2,3,0,2,-c,--,000,1,1,0,1478,1478
200,222,75,5,3,0,3,--c,---,000,1,1,0,1478,1478
228,223,22,2,3,0,2,-c,--,000,1,1,0,1478,1478
169,222,135,9,3,0,4,---c,----,000,1,1,0,1478,1478
228,223,23,2,3,0,2,-c,--,000,1,1,0,1478,1478
200,222,76,5,3,0,3,--c,---,000,1,1,0,1478,1478
236,223,2,1,3,0,2,-c,--,000,1,1,0,1478,1478
200,222,77,5,3,0,3,--c,---,000,1,1,0,1478,1478
228,223,24,2,3,0,2,-c,--,000,1,1,0,1478,1478
200,223,78,5,3,0,3,--c,---,000,1,1,0,1478,1478
169,222,136,9,3,0,4,---c,----,000,1,1,0,1478,1478
180,224,1023,8,3,0,3,--c,---,000,1,1,0,590,590
160,223,138,10,3,0,5,----c,-----,000,1,1,0,1478,1478
169,222,137,9,3,0,4,---c,----,000,1,1,0,1478,1478
184,223,103,7,3,0,4,---c,----,000,1,1,0,1478,1478
236,223,3,1,3,0,2,-c,--,000,1,1,0,1478,1478
228,223,25,2,3,0,2,-c,--,000,1,1,0,1478,1478
184,223,104,7,3,0,4,---c,----,000,1,1,0,1478,1478
154,222,158,11,3,0,5,----c,-----,000,1,1,0,1478,1478
210,223,49,4,3,0,3,--c,---,000,1,1,0,1478,1478
236,223,4,1,3,0,2,-c,--,000,1,1,0,1478,1478
154,222,159,11,3,0,5,----c,-----,000,1,1,0,1478,1478
184,223,105,7,3,0,4,---c,----,000,1,1,0,1478,1478
236,223,5,1,3,0,2,-c,--,000,1,1,0,1478,1478
154,223,160,11,3,0,5,----c,-----,000,1,1,0,1478,1478
210,223,50,4,3,0,3,--c,---,000,1,1,0,1478,1478
154,223,161,11,3,0,5,----c,-----,000,1,1,0,1478,1478
236,224,6,1,3,0,2,-c,--,000,1,1,0,1478,1478
210,223,51,4,3,0,3,--c,---,000,1,1,0,1478,1478
210,223,52,4,3,0,3,--c,---,000,1,1,0,1478,1478
236,223,7,1,3,0,2,-c,--,000,1,1,0,1478,1478
210,223,53,4,3,0,3,--c,---,000,1,1,0,1478,1478
236,224,8,1,3,0,2,-c,--,000,1,1,0,1478,1478
210,223,54,4,3,0,3,--c,---,000,1,1,0,1478,1478
210,223,55,4,3,0,3,--c,---,000,1,1,0,1478,1478
195,223,86,6,3,0,2,-c,--,000,1,1,0,1478,1478
154,223,162,11,3,0,5,----c,-----,000,1,1,0,1478,1478
236,224,9,1,3,0,2,-c,--,000,1,1,0,1478,1478
195,223,87,6,3,0,2,-c,--,000,1,1,0,1478,1478
154,223,163,11,3,0,5,----c,-----,000,1,1,0,1478,1478
236,224,10,1,3,0,2,-c,--,000,1,1,0,1478,1478
154,223,164,11,3,0,5,----c,-----,000,1,1,0,1478,1478
210,223,56,4,3,0,3,--c,---,000,1,1,0,1478,1478
154,223,165,11,3,0,5,----c,-----,000,1,1,0,1478,1478
154,223,166,11,3,0,5,----c,-----,000,1,1,0,1478,1478
210,224,57,4,3,0,3,--c,---,000,1,1,0,1478,1478
234,222,11,1,3,0,2,-c,--,000,1,1,0,1478,1478
184,224,106,7,3,0,4,---c,----,000,1,1,0,1478,1478
195,223,88,6,3,0,2,-c,--,000,1,1,0,1478,1478
195,223,89,6,3,0,2,-c,--,000,1,1,0,1478,1478
195,223,90,6,3,0,2,-c,--,000,1,1,0,1478,1478
195,223,91,6,3,0,2,-c,--,000,1,1,0,1478,1478
154,223,167,11,3,0,5,----c,-----,000,1,1,0,1478,1478
195,223,92,6,3,0,2,-c,--,000,1,1,0,1478,1478
184,224,107,7,3,0,4,---c,----,000,1,1,0,1478,1478
195,223,93,6,3,0,2,-c,--,000,1,1,0,1478,1478
184,224,108,7,3,0,4,---c,----,000,1,1,0,1478,1478
184,224,109,7,3,0,4,---c,----,000,1,1,0,1478,1478
184,224,110,7,3,0,4,---c,----,000,1,1,0,1478,1478
184,224,111,7,3,0,4,---c,----,000,1,1,0,1478,1478
185,224,1023,7,3,0,4,---c,----,000,6,1,5,3540,590
160,224,139,10,3,0,5,----c,-----,000,1,1,0,1478,1478
160,224,140,10,3,0,5,----c,-----,000,1,1,0,1478,1478
160,224,141,10,3,0,5,----c,-----,000,1,1,0,1478,1478
160,224,142,10,3,0,5,----c,-----,000,1,1,0,1478,1478
160,224,143,10,3,0,5,----c,-----,000,1,1,0,1478,1478
171,224,130,9,3,0,4,---c,----,000,1,1,0,1478,1478
160,224,144,10,3,0,5,----c,-----,000,1,1,0,1478,1478
171,224,131,9,3,0,4,---c,----,000,1,1,0,1478,1478
171,224,132,9,3,0,4,---c,----,000,1,1,0,1478,1478
201,224,68,5,3,0,3,--c,---,000,1,1,0,1478,1478
171,224,133,9,3,0,4,---c,----,000,1,1,0,1478,1478
201,224,69,5,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,70,5,3,0,3,--c,---,000,1,1,0,1478,1478
180,223,119,8,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,71,5,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,120,8,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,121,8,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,72,5,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,73,5,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,74,5,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,122,8,3,0,3,--c,---,000,1,1,0,1478,1478
171,224,134,9,3,0,4,---c,----,000,1,1,0,1478,1478
160,224,145,10,3,0,5,----c,-----,000,1,1,0,1478,1478
201,224,75,5,3,0,3,--c,---,000,1,1,0,1478,1478
171,224,135,9,3,0,4,---c,----,000,1,1,0,1478,1478
201,224,76,5,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,77,5,3,0,3,--c,---,000,1,1,0,1478,1478
201,224,78,5,3,0,3,--c,---,000,1,1,0,1478,1478
212,224,43,4,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,123,8,3,0,3,--c,---,000,1,1,0,1478,1478
171,224,136,9,3,0,4,---c,----,000,1,1,0,1478,1478
212,224,44,4,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,124,8,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,125,8,3,0,3,--c,---,000,1,1,0,1478,1478
171,224,137,9,3,0,4,---c,----,000,1,1,0,1478,1478
212,224,45,4,3,0,3,--c,---,000,1,1,0,1478,1478
180,224,126,8,3,0,3,--c,---,000,1,1,0,1478,1478
186,225,1023,7,3,0,4,---c,----,000,1,1,0,590,590
212,224,46,4,3,0,3,--c,---,000,1,1,0,1478,1478
212,224,47,4,3,0,3,--c,---,000,1,1,0,1478,1478
156,224,158,11,3,0,5,----c,-----,000,1,1,0,1478,1478
156,224,159,11,3,0,5,----c,-----,000,1,1,0,1478,1478
212,224,48,4,3,0,3,--c,---,000,1,1,0,1478,1478
156,224,160,11,3,0,5,----c,-----,000,1,1,0,1478,1478
156,224,161,11,3,0,5,----c,-----,000,1,1,0,1478,1478
161,224,138,10,3,0,5,----c,-----,000,1,1,0,1478,1478
212,224,49,4,3,0,3,--c,---,000,1,1,0,1478,1478
212,224,50,4,3,0,3,--c,---,000,1,1,0,1478,1478
156,225,162,11,3,0,5,----c,-----,000,1,1,0,1478,1478
156,225,163,11,3,0,5,----c,-----,000,1,1,0,1478,1478
173,225,1023,9,3,0,4,---c,----,000,2,1,1,1180,590
156,225,164,11,3,0,5,----c,-----,000,1,1,0,1478,1478
156,225,165,11,3,0,5,----c,-----,000,1,1,0,1478,1478
156,225,166,11,3,0,5,----c,-----,000,1,1,0,1478,1478
161,225,139,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
156,225,167,11,3,0,5,----c,-----,000,1,1,0,1478,1478
212,225,51,4,3,0,3,--c,---,000,1,1,0,1478,1478
161,225,140,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
187,225,1023,7,3,0,4,c--c,----,000,3,2,1,1770,1180
161,225,141,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
161,225,142,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
161,225,143,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
186,224,103,7,3,0,4,---c,----,000,1,1,0,1478,1478
186,224,104,7,3,0,4,---c,----,000,1,1,0,1478,1478
186,224,105,7,3,0,4,---c,----,000,1,1,0,1478,1478
161,225,144,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
212,225,52,4,3,0,3,--c,---,000,1,1,0,1478,1478
212,225,53,4,3,0,3,--c,---,000,1,1,0,1478,1478
186,225,106,7,3,0,4,---c,----,000,1,1,0,1478,1478
212,225,54,4,3,0,3,--c,---,000,1,1,0,1478,1478
212,225,55,4,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,68,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,69,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,70,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,71,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,72,5,3,0,3,--c,---,000,1,1,0,1478,1478
212,225,56,4,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,73,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,74,5,3,0,3,--c,---,000,1,1,0,1478,1478
212,225,57,4,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,75,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,76,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,77,5,3,0,3,--c,---,000,1,1,0,1478,1478
203,225,78,5,3,0,3,--c,---,000,1,1,0,1478,1478
198,220,79,5,3,0,3,--c,---,000,1,1,0,1478,1478
186,225,107,7,3,0,4,---c,----,000,1,1,0,1478,1478
186,225,108,7,3,0,4,---c,----,000,1,1,0,1478,1478
186,225,109,7,3,0,4,---c,----,000,1,1,0,1478,1478
186,225,110,7,3,0,4,---c,----,000,1,1,0,1478,1478
186,225,111,7,3,0,4,---c,----,000,1,1,0,1478,1478
162,225,145,10,3,0,5,c---c,-----,000,1,1,0,1478,1478
198,225,1023,6,3,0,2,-c,--,000,4,2,2,2360,1180
163,225,138,10,3,0,5,-c--c,-----,000,1,1,0,1478,1478
163,225,139,10,3,0,5,-c--c,-----,000,1,1,0,1478,1478
163,225,140,10,3,0,5,-c--c,-----,000,1,1,0,1478,1478
163,225,141,10,3,0,5,-c--c,-----,000,1,1,0,1478,1478
163,225,142,10,3,0,5,-c--c,-----,000,1,1,0,1478,1478
163,225,143,10,3,0,5,-c--c,-----,000,1,1,0,1478,1478
188,225,103,7,3,0,4,c--c,----,000,1,1,0,1478,1478
188,225,104,7,3,0,4,c--c,----,000,1,1,0,1478,1478
